,subject,predicate,object,from,until,object_has_years,subject_has_years,not_imputable_until
15511,George Lamming,created,In the Castle of My Skin,1953,1953,False,False,False
15512,Philip Larkin,created,The Whitsun Weddings,1964,1974,False,False,False
15513,Dan Simmons,created,Song of Kali,1985,1989,False,False,False
15514,Herman Salling,created,Føtex,1960,1960,False,False,False
15515,Celldweller,created,Killer Instinct,2016,2016,False,False,False
15516,Graeme Norgate,created,Killer Instinct,1994,1994,False,False,False
15517,Atlas Plug,created,Killer Instinct,2016,2016,False,False,False
15518,Robin Beanland,created,Killer Instinct,1994,1996,False,False,False
15519,Mick Gordon (composer),created,Killer Instinct,2013,2015,False,False,False
15520,Shaggy (musician),created,"Luv Me, Luv Me",1998,2001,False,False,False
15521,John Brack,created,The Bar (painting),1954,1954,False,False,False
15522,John Brack,created,The New House,1957,1957,False,False,False
15523,John Brack,created,"Collins St., 5 pm",1955,1955,False,False,False
15524,Henrik Fisker,created,BMW Z8,1996,1996,False,False,False
15525,Ricky Hyslop,created,Canada 98,100,100,False,False,False
15526,JP Houston,created,The Big Comfy Couch,1992,1996,False,False,False
15527,Carl Ludvig Engel,created,"Presidential Palace, Helsinki",1843,1843,False,False,False
15528,Billy Zeoli,created,How Should We Then Live?,1977,1977,False,False,False
15529,Chespirito,created,El Chapulín Colorado,1929,2014,False,False,False
15530,William McIlvanney,created,Docherty (novel),1975,1977,False,False,False
15531,Allen Carr,created,The Easy Way to Stop Smoking,1985,1985,False,False,False
15532,Reg Smythe,created,Andy Capp,1957,1957,False,False,False
15533,Rupesh D. Gohil,created,Cinema Choopistha Mava,2016,2016,False,False,False
15534,Jakub Kubicki,created,Belweder,1819,1822,False,False,False
15535,Dow Chemical Company,created,Dow AgroSciences,1989,1989,False,False,False
15536,Juerg Neuenschwander,created,Shigatse,1989,1990,False,False,False
15537,Juerg Neuenschwander,created,Milky Way,2000,2000,False,False,False
15538,Steve Rushin,created,The 34-Ton Bat,2013,2013,False,False,False
15539,Zbigniew Cybulski,created,A Generation,1954,1954,False,False,False
15540,Gerard Alessandrini,created,Forbidden Broadway,2001,2001,False,False,False
15541,Peter Wright,created,Spycatcher,1987,1987,False,False,False
15542,Kogado Studio,created,Akatsuki no Amaneka to Aoi Kyojin,360,360,False,False,False
15543,Jennifer Lanthier,created,The Stamp Collector,2012,2012,False,False,False
15544,T.A. Welsh,created,Squibs' Honeymoon,2017,2017,False,False,False
15545,Humongous Entertainment,created,Putt-Putt Enters the Race,1999,1999,False,False,False
15546,Dirk van Braeckel,created,Bentley Continental GT,2000,2000,False,False,False
15547,Charlie McDonnell,created,YouTube,2007,2008,False,False,False
15548,Pierre Contant d'Ivry,created,Pentemont Abbey,1756,1844,False,False,False
15549,Savannah Dooley,created,Huge (TV series),2010,2010,False,False,False
15550,John Fanning (businessman),created,Napster,2016,2016,False,False,False
15551,Harold B. Foss,created,"Holy Trinity Church (Juneau, Alaska)",1956,1956,False,False,False
15552,Ed Sneed,created,TPC Potomac at Avenel Farm,1986,1986,False,False,False
15553,Poppy Z. Brite,created,Drawing Blood,1993,1993,False,False,False
15554,Poppy Z. Brite,created,Exquisite Corpse (novel),1996,1996,False,False,False
15555,Poppy Z. Brite,created,Lost Souls (Poppy Z. Brite novel),1992,1992,False,False,False
15556,Alan Beddoe,created,Books of Remembrance (Canada),1929,1940,False,False,False
15557,Melvins,created,Tres Cabrones,1983,1983,False,False,False
15558,Edgar de Wahl,created,Occidental language,1922,1922,False,False,False
15559,Jules Massenet,created,L'histoire de Manon,2011,2011,False,False,False
15560,Ole Nilsen Weierholt,created,Tromøy Church,1748,1748,False,False,False
15561,Madhu Trehan,created,Tehelka as Metaphor,2009,2009,False,False,False
15562,Mabel Lucie Attwell,created,Peter Pan,1921,1921,False,False,False
15563,Bill Thompson (voice actor),created,Droopy,1943,1958,False,False,False
15564,Stephen Hunter,created,Point of Impact,1993,1993,False,False,False
15565,Cleveland Amory,created,The Cat Who Came for Christmas,1987,1987,False,False,False
15566,Yasovarman I,created,Phnom Bok,889,910,False,False,False
15567,María Irene Fornés,created,Sarita (play),1984,1984,False,False,False
15568,Robert Venturi,created,Bard College Campus,1993,1993,False,False,False
15569,Enoch Sontonga,created,National anthem of South Africa,1897,1897,False,False,False
15570,Sebastián Marroquín,created,Sins of My Father (film),2014,2009,False,False,False
15571,Elechi Amadi,created,The Concubine (novel),1966,1966,False,False,False
15572,Arne Henriksen,created,Slependen Station,1993,1993,False,False,False
15573,William Steffe,created,The Battle Hymn of the Republic,1856,1856,False,False,False
15574,Mario Castoldi,created,Macchi M.26,1888,1968,False,False,False
15575,Mario Castoldi,created,Macchi M.C.94,1888,1968,False,False,False
15576,Caroline Aherne,created,The Mrs Merton Show,1995,1995,False,False,False
15577,Caroline Aherne,created,The Fast Show,1994,2014,False,False,False
15578,Caroline Aherne,created,Gogglebox,2013,2016,False,False,False
15579,Shahid Nadeem,created,Burqavaganza,2008,2008,False,False,False
15580,Oscar James,created,Tony Carpenter,1985,1987,False,False,False
15581,Robert Wringham,created,New Escapologist,2007,2017,False,False,False
15582,Edmund Ignatius Rice,created,Stella Maris College (Montevideo),2016,2016,False,False,False
15583,F. A. de Meuron,created,Corpus Christi Church (New York City),1906,1906,False,False,False
15584,Frederick E. Gibson,created,Corpus Christi Church (New York City),1930,1930,False,False,False
15585,Zakhar Prilepin,created,The Pathologies,2003,2005,False,False,False
15586,Herbie Mann,created,Herbie Mann's African Suite,1959,1959,False,False,False
15587,Walter Roper Lawrence,created,The Valley of Kashmir,1895,1929,False,False,False
15588,Parvathy Nambiar,created,Ezhu Sundara Rathrikal,2013,2013,False,False,False
15589,Patrick Galvin,created,Song for a Raggy Boy,1990,1960,False,False,False
15590,George Ade,created,Freshman Love,1904,1904,False,False,False
15591,Matt Mason (author),created,RWD Magazine,800,800,False,False,False
15592,Dejumo Lewis,created,The Village Headmaster,1964,1964,False,False,False
15593,Alexander Vasilyevich Alexandrov,created,State Anthem of the Soviet Union,1938,1938,False,False,False
15594,Richard Tanne,created,Southside with You,2016,2016,False,False,False
15595,Gerard Rivius,created,Martin Delrio,1599,1600,False,False,False
15596,The Railway Children (band),created,Reunion Wilderness,1987,1987,False,False,False
15597,Chaim Topol,created,Fiddler on the Roof (film),1971,1971,False,False,False
15598,Juan M. Arellano,created,Jones Bridge,1919,1920,False,False,False
15599,Harald Sund,created,Skiptvet Church,1937,1937,False,False,False
15600,Louis-Ferdinand Céline,created,Death on Credit,1936,1936,False,False,False
15601,Louis-Ferdinand Céline,created,Castle to Castle,1968,1968,False,False,False
15602,Louis-Ferdinand Céline,created,Journey to the End of the Night,1932,1932,False,False,False
15603,Thomas Arboe,created,Aalborg station,1902,1902,False,False,False
15604,Todd Thicke,created,America's Funniest Home Videos,1989,1989,False,False,False
15605,Blair Mastbaum,created,Clay's Way,2004,2004,False,False,False
15606,Eddie Dee,created,12 Discípulos,2004,2004,False,False,False
15607,Eddie Dee,created,Gasolina,2004,2004,False,False,False
15608,Michael Punke,created,The Revenant (novel),2002,2002,False,False,False
15609,Guy Endore,created,The Werewolf of Paris,1933,1933,False,False,False
15610,Stanley Wolpert,created,Jinnah of Pakistan,1967,1984,False,False,False
15611,Bethesda Softworks,created,The Elder Scrolls,1994,1998,False,False,False
15612,Slant Six Games,created,SOCOM U.S. Navy SEALs,2007,2010,False,False,False
15613,Zipper Interactive,created,SOCOM U.S. Navy SEALs,2002,2012,False,False,False
15614,Robert Rodes McGoodwin,created,Houston Hall (University of Pennsylvania),1936,1936,False,False,False
15615,Frank Miles Day,created,Houston Hall (University of Pennsylvania),1894,1894,False,False,False
15616,Alessandro Marchetti (aircraft engineer),created,SIAI S.52,1884,1966,False,False,False
15617,Alessandro Marchetti (aircraft engineer),created,Savoia-Marchetti SM.75,1884,1966,False,False,False
15618,Myles Connolly,created,Harvey (film),2013,2013,False,False,False
15619,Eric L. Harry,created,Invasion (Harry novel),2000,2000,False,False,False
15620,Eric L. Harry,created,Arc Light (novel),1994,1994,False,False,False
15621,R. Siva Kumar,created,Rabindra Chitravali,2011,2012,False,False,False
15622,Robby Benson,created,Beast (Disney),1991,1991,False,False,False
15623,Åsa Larsson,created,Sun Storm,2006,2007,False,False,False
15624,James Patrick Kelly,created,10\u005e16 to 1,1999,1999,False,False,False
15625,James Patrick Kelly,created,Burn (novella),2005,2005,False,False,False
15626,James Patrick Kelly,created,Think Like a Dinosaur,1995,1995,False,False,False
15627,Bonnie Langford,created,Dancing on Ice,2006,2014,False,False,False
15628,Papaya Studio,created,Toy Story Mania! (video game),360,360,False,False,False
15629,William Halsey Wood,created,Carnegie Free Library of Braddock,1888,1893,False,False,False
15630,Carles Torrens,created,Sequence (2013 film),2013,2013,True,False,False
15631,Peter Hedges,created,Dan in Real Life,2007,2007,False,False,False
15632,Andrea Levy,created,Small Island (novel),2004,2004,False,False,False
15633,Tourtellotte & Hummel,created,Boise Art Museum,1937,1988,False,False,False
15634,Ian Callum,created,Jaguar XF,2005,2005,False,False,False
15635,Ian Callum,created,Jaguar XK (X150),2002,2002,False,False,False
15636,Ian Callum,created,Jaguar S-Type,2004,2004,False,False,False
15637,Geoff Lawson (designer),created,Jaguar S-Type,1995,1995,False,False,False
15638,Ian Callum,created,Jaguar XJ (X351),2008,2008,False,False,False
15639,Ron Bozman,created,The Texas Chain Saw Massacre,1974,1974,False,False,False
15640,George Dance the Elder,created,"St Matthew's, Bethnal Green",1743,1859,False,False,False
15641,Nick Moore (musician),created,StandBy Records,2008,2006,False,False,False
15642,Hilary Devey,created,Loose Women,2015,2015,False,False,False
15643,Frank Moorhouse,created,Dark Palace,2000,2000,False,False,False
15644,Susan Carpenter,created,Charles Scribner's Sons,2004,2004,False,False,False
15645,John Harvey Kellogg,created,Corn flakes,1894,1894,False,False,False
15646,Gustin Nash,created,Youth in Revolt (film),2010,2010,False,False,False
15647,Gustin Nash,created,Charlie Bartlett,2007,2007,False,False,False
15648,Hanns Eisler,created,Auferstanden aus Ruinen,1949,1949,False,False,False
15649,HP Labs,created,Jena (framework),2009,2009,False,False,False
15650,Francisco Tito Yupanqui,created,Virgen de Copacabana,1583,1583,False,False,False
15651,James Murphy (architect),created,"St. Mary's Church (New Haven, Connecticut)",1874,1874,False,False,False
15652,Adolf Just,created,Luvos,1859,1936,False,False,False
15653,Tom Gale,created,Dodge Viper,1990,1990,False,False,False
15654,Crystal Dynamics,created,Legacy of Kain,1999,2004,False,False,False
15655,Silicon Knights,created,Legacy of Kain,1996,1996,False,False,False
15656,J. E. Harold Terry,created,The Man Who Stayed at Home (1914 play),1914,1914,True,False,False
15657,Anoushirvan Arjmand,created,Duel (2004 film),2004,2009,True,False,False
15658,William Owen (architect),created,"Big House, Landshipping",1830,1830,False,False,False
15659,Santha Rama Rau,created,A Passage to India (play),1960,1960,False,False,False
15660,E. Ray Stevens,created,"Axley Brynelson, LLP",2015,2015,False,False,False
15661,Matt Ball,created,Bruce Friedrich,2009,2009,False,False,False
15662,Alex Comfort,created,The Joy of Sex,1972,1974,False,False,False
15663,Jonathan King,created,Everyone's Gone to the Moon,1965,1965,False,False,False
15664,Sony Creative Software,created,ACID Pro,2016,2016,False,False,False
15665,Karim Habib,created,BMW 7 Series (F01),2005,2005,False,False,False
15666,Gabriela Pichler,created,Eat Sleep Die,2012,2012,False,False,False
15667,Charles A. Smith (architect),created,"Chambers Building (Kansas City, Missouri)",1915,1923,False,False,False
15668,Nakayama Hakudō,created,Musō Shinden-ryū,1869,1958,False,False,False
15669,Njue Kevin,created,Intellectual Scum,2015,2015,False,False,False
15670,James McBride (writer),created,The Good Lord Bird,2013,2013,False,False,False
15671,Phil Redmond,created,BBC,1978,2008,False,False,False
15672,Phil Redmond,created,Channel 4,1982,2003,False,False,False
15673,Karyn Bosnak,created,Save Karyn,2003,2006,False,False,False
15675,Richard Upjohn,created,"Zion Church (Rome, New York)",1802,1878,False,False,False
15676,Warner Bros. Records,created,Kidsongs,1985,1985,False,False,False
15677,Sony Wonder,created,Kidsongs,1997,1997,False,False,False
15678,George Temple-Poole,created,Toodyay Court House,1897,1897,False,False,False
15679,Randy DuBurke,created,Malcolm X,2006,2006,False,False,False
15680,Geoff Lawson (designer),created,Jaguar XK (X100),1992,1992,False,False,False
15681,Sagit Agish,created,Musa Cälil,1933,1940,False,False,False
15682,Storm de Hirsch,created,Peyote Queen,1965,1965,False,False,False
15683,Storm de Hirsch,created,Goodbye in the Mirror,1964,1964,False,False,False
15684,Statik Selektah,created,2012 (1982 album),1982,1982,True,False,False
15685,Bob Boniface,created,Dodge Intrepid,1993,1994,False,False,False
15686,Saira Shah,created,Death in Gaza,2004,2004,False,False,False
15687,Joji Nagashima,created,BMW 5 Series (E39),1992,1992,False,False,False
15688,Joji Nagashima,created,BMW Z3,1992,1992,False,False,False
15689,Gottlob Frege,created,Begriffsschrift,1879,1879,False,False,False
15690,Gottlob Frege,created,The Foundations of Arithmetic,1884,1884,False,False,False
15691,Nico Mirallegro,created,Spike Island (film),2012,2012,False,False,False
15692,Nico Mirallegro,created,My Mad Fat Diary,2013,2015,False,False,False
15693,Nico Mirallegro,created,Common (film),2014,2014,False,False,False
15694,Nico Mirallegro,created,Hollyoaks,2007,2010,False,False,False
15695,Fabrizio Santino,created,Hollyoaks,2013,2013,False,False,False
15696,Nico Mirallegro,created,The Village (2013 TV series),2013,2013,True,False,False
15697,"Harry L. Baker, Jr.",created,Georgia Tech Research Corporation,1946,1946,False,False,False
15698,Roger Scruton,created,Sexual Desire (book),1980,1986,False,False,False
15699,Auguste Rodin,created,The Age of Bronze,1840,1917,False,False,False
15700,Frederick Ashton,created,Sylvia (ballet),1952,1952,False,False,False
15701,Frederick Ashton,created,La fille mal gardée (Ashton),1960,1960,False,False,False
15702,Frederick Ashton,created,Symphonic Variations (ballet),1946,1946,False,False,False
15703,Frederick Ashton,created,Cinderella (Ashton),1948,1948,False,False,False
15704,Frederick Ashton,created,Ondine (ballet),1958,1958,False,False,False
15705,Les Dennis,created,The Laughter Show,1984,1991,False,False,False
15706,Les Dennis,created,New Faces,1974,1974,False,False,False
15707,Helmut Käutner,created,"Goodbye, Franziska (1957 film)",1941,1941,True,False,False
15708,Curt Johannes Braun,created,"Goodbye, Franziska (1957 film)",1941,1941,True,False,False
15709,V. Nagaraja,created,Jawaharlal Nehru Centre for Advanced Scientific Research,2015,2015,False,False,False
15710,Arto Paasilinna,created,The Year of the Hare (novel),1975,1975,False,False,False
15711,Lina Wertmüller,created,Which Way Is Up?,1972,1972,False,False,False
15712,Pininfarina,created,Lancia Flaminia,335,335,False,False,False
15713,Tryambak Shankar Shejwalkar,created,Marathi language,1761,1761,False,False,False
15714,Vasant Sarwate,created,Marathi language,2005,2005,False,False,False
15715,Louis D. Astorino,created,LECOM Park,1993,1993,False,False,False
15716,Bob Kushell,created,Bart the Fink,1997,195,False,False,False
15717,Fuller & Delano,created,William Hogg House,1897,1897,False,False,False
15718,William Appleton Potter,created,Advent Lutheran Church (New York City),160,160,False,False,False
15719,Joe Schenkman,created,Arcade (comics magazine),2010,2013,False,False,False
15720,SNK,created,Dexterity (video game),2015,2015,False,False,False
15721,Carlo Rambaldi,created,King Kong (1976 film),1976,1976,True,False,False
15722,Carlo Rambaldi,created,E.T. the Extra-Terrestrial,1982,1982,False,False,False
15723,William S. Burroughs,created,Naked Lunch,1959,1953,False,False,False
15724,George Webster (architect),created,Whittington Hall,1832,1832,False,False,False
15726,Joanne Froggatt,created,A Street Cat Named Bob (film),2016,2016,False,False,False
15727,Joanne Froggatt,created,Downton Abbey,2010,2015,False,False,False
15728,Edward L. Hart,created,Hymns of The Church of Jesus Christ of Latter-day Saints (1985 book),113,113,True,False,False
15729,Club Atlético River Plate (Montevideo),created,Prostitution (1963 film),2015,2015,True,False,False
15730,Robert Lešnik,created,Mercedes-Benz S-Class (W222),2009,2009,False,False,False
15731,Robert Lešnik,created,Mercedes-Benz CLA-Class,2010,2010,False,False,False
15732,A. M. Homes,created,The End of Alice,1996,1996,False,False,False
15733,Erin Robinson,created,Gravity Ghost,2015,2015,False,False,False
15734,Fun Labs,created,Cabela's Dangerous Hunts 2009,360,360,True,False,False
15735,Betty Buckley,created,Rita Desjardin,1976,1976,False,False,False
15736,Betty Buckley,created,The Happening (2008 film),2008,2008,True,False,False
15737,Betty Buckley,created,Frantic (film),1988,1988,False,False,False
15738,Simon Property Group,created,The Outlets at Orange,2007,2007,False,False,False
15739,Ellerbe Becket,created,Autzen Stadium,2002,2002,False,False,False
15740,Ellerbe Becket,created,Lambeau Field,2003,2003,False,False,False
15741,Clarence Williams (musician),created,Murder in Harlem,2011,2011,False,False,False
15742,Big Viking Games,created,YoWorld,2014,2014,False,False,False
15743,Jan Wilsgaard,created,Volvo 850,1989,1989,False,False,False
15744,Taxiride,created,How I Got This Way,2002,2002,False,False,False
15745,Rob Dawber,created,The Navigators (film),2001,2001,False,False,False
15746,Valerie Solanas,created,SCUM Manifesto,1967,1967,False,False,False
15747,Geoff LaTulippe,created,Going the Distance (2010 film),2010,2010,True,False,False
15748,Stanko Premrl,created,Anthem of the Slovene nation,1905,1905,False,False,False
15749,Game Arts,created,Super Smash Bros.,2008,2008,False,False,False
15750,HAL Laboratory,created,Super Smash Bros.,1999,2001,False,False,False
15751,Sora Ltd.,created,Super Smash Bros.,2008,2014,False,False,False
15752,William H. Tucker,created,Saint Andrew's Golf Club,1983,1983,False,False,False
15753,Edward Charles Bassett,created,Mauna Kea Beach Hotel,2006,2006,False,False,False
15754,William Blum,created,Killing Hope,2003,2003,False,False,False
15755,Microware,created,OS-9,2001,2001,False,False,False
15756,Charles D'Ebro,created,Auckland Art Gallery Toi o Tāmaki,1887,2011,False,False,False
15757,Caspar Brötzmann,created,Don't Burn the Witch...,1989,1989,False,False,False
15758,Takashi Nishiyama,created,Moon Patrol,2016,2016,False,False,False
15759,Gauthier Manilius,created,John Calvin,1581,1581,False,False,False
15760,Tom Doak,created,Atlantic City Country Club,1999,1999,False,False,False
15761,Sandor Katz,created,Wild Fermentation,2003,2003,False,False,False
15762,Lawrence J. O'Connor,created,St. Agnes' Church (New York City),1873,1877,False,False,False
15763,Jeremiah O'Rourke,created,St. Agnes' Church (New York City),756,1904,False,False,False
15764,François Marcela-Froideval,created,Black Moon Chronicles,666,666,False,False,False
15765,Andreas Zapatinas,created,Fiat Barchetta,1992,1992,False,False,False
15766,Stratton Hammon,created,Boxhill (Louisville),1956,1956,False,False,False
15767,Bert V. Royal,created,Easy A,2010,2010,False,False,False
15768,5pb.,created,Corpse Party,2010,2010,False,False,False
15769,Barnhouse Effect,created,Castle of Shikigami III,360,360,False,False,False
15770,Martin & Chamberlain,created,"Grand Hotel, Birmingham",1893,1893,False,False,False
15771,Harrie T. Lindeberg,created,"Carter Hall (Millwood, Virginia)",1948,1930,False,False,False
15772,A Guy Called Gerald,created,Pacific State (song),808,808,False,False,False
15773,Philippe Viard,created,"Sacred Heart Cathedral, Wellington",1851,1901,False,False,False
15774,G. K. Chesterton,created,The Napoleon of Notting Hill,1904,1906,False,False,False
15775,Randolph Stow,created,To the Islands,1958,1958,False,False,False
15776,Gerard Stembridge,created,Scrap Saturday,1989,2000,False,False,False
15777,Walter Liberty Vernon,created,"Central railway station, Sydney",1901,1901,False,False,False
15778,Jon Vitti,created,Another Simpsons Clip Show,1997,151,False,False,False
15779,Suryavarman I,created,Phnom Chisor,1010,1050,False,False,False
15780,Kathleen Beedles,created,Jamie Hope,2006,2006,False,False,False
15781,Kathleen Beedles,created,Scarlett Nicholls,2007,2007,False,False,False
15782,Will Reiser,created,50/50 (2011 film),2011,2011,True,False,False
15783,Germain Boffrand,created,Petit Luxembourg,1710,1710,False,False,False
15784,Benjamin Ferrey,created,"All Saints Church, Huntsham",1854,1854,False,False,False
15785,Mykhailo Hrechyna,created,Olimpiyskiy National Sports Complex,1936,1936,False,False,False
15786,Chai Yee Wei,created,That Girl in Pinafore,2013,2013,False,False,False
15787,M2 (game developer),created,Mushihimesama Futari,360,360,False,False,False
15788,Arne Berggren,created,Hotel Cæsar,2012,2012,False,False,False
15789,Helen Adam,created,Kristin Prevallet,2008,2008,False,False,False
15790,Arch Hall Jr.,created,Deadwood '76,2010,2010,False,False,False
15791,Jennifer K Dick,created,BlazeVOX Books,2007,2007,False,False,False
15792,Agoraphobic Nosebleed,created,Domestic Powerviolence,213,213,False,False,False
15793,Indro Montanelli,created,General Della Rovere,1959,1959,False,False,False
15794,Sharon Pollock,created,Blood Relations (play),1980,1984,False,False,False
15795,Basil Bunting,created,Briggflatts,1966,1966,False,False,False
15796,Robert Paul Wolff,created,In Defense of Anarchism,1970,1970,False,False,False
15797,Gómez Pérez Dasmariñas,created,Fort Santiago,1590,1590,False,False,False
15798,Hurd Hatfield,created,The Picture of Dorian Gray (1945 film),1945,1945,True,False,False
15799,Akin Lewis,created,Heroes & Zeros (film),2010,2010,False,False,False
15800,Funsho Adeolu,created,Heroes & Zeros (film),2010,2010,False,False,False
15801,Peter Amigo,created,St Peter's Catholic School,1947,1945,False,False,False
15802,Björn Envall,created,Saab 900,1991,1991,False,False,False
15803,Maxwell Bury,created,Chippenham Lodge,1865,1865,False,False,False
15804,Akhil Sharma,created,An Obedient Father,2000,2000,False,False,False
15805,C. D. Payne,created,Youth in Revolt,1993,1993,False,False,False
15806,Edward A. Lacey,created,A Promenade of the Hearts,1951,1951,False,False,False
15807,Sunny Wang,created,In Time with You,2011,2012,False,False,False
15808,Šarūnas Bartas,created,Eastern Drift,2010,2010,False,False,False
15809,Alexandre Dumas,created,The Count of Monte Cristo,1844,1845,False,False,False
15810,Alexandre Dumas,created,The Three Musketeers,1844,1844,False,False,False
15811,Tose (company),created,Maru's Mission,2012,2012,False,False,False
15812,Caryl Phillips,created,The Final Passage,1985,1993,False,False,False
15813,Bat Ye'or,created,The Decline of Eastern Christianity,1991,1996,False,False,False
15814,Bat Ye'or,created,Eurabia,2005,2005,False,False,False
15815,Dirk Wittenborn,created,Pharmakon (novel),2008,2008,False,False,False
15816,Frank Miles Day,created,Tenth Presbyterian Church,1893,1893,False,False,False
15817,Tetsuro Yoshida,created,JP Tower,1931,1931,False,False,False
15818,"Skidmore, Owings & Merrill",created,MiamiCentral,2017,2017,False,False,False
15819,Rainbow Studios,created,Cars (video game),360,360,False,False,False
15820,Aérospatiale,created,Exocet,1970,1974,False,False,False
15821,Nord Aviation,created,Exocet,1967,1970,False,False,False
15822,Christian Allen,created,Tom Clancy's Ghost Recon Advanced Warfighter,360,360,False,False,False
15823,Marie Lu,created,Legend (Lu novel),2011,2013,False,False,False
15824,Paul C. Reilly,created,Church of the Good Shepherd (New York City),1950,1950,False,False,False
15825,Subin Bhattarai,created,Saaya (novel),2014,2014,False,False,False
15826,Bell Labs,created,Boot File System,2015,2015,False,False,False
15827,Walter B. Gibson,created,Invisible Avenger,2011,2011,False,False,False
15828,Gustave Eiffel,created,Casa de Fierro,2014,2014,False,False,False
15829,James O. McKinsey,created,McKinsey & Company,1926,1939,False,False,False
15830,Jose Prakash,created,John Jaffer Janardhanan,1980,1980,False,False,False
15831,Jose Prakash,created,Koodevide,1983,1983,False,False,False
15832,Shigeru Miyamoto,created,Glass Joe,1984,1984,False,False,False
15833,Lydia Zimmermann,created,Aro Tolbukhin. En la mente del asesino,2002,2002,False,False,False
15834,Nicholas Serracino,created,St. Mark the Evangelist's Church (New York City),1170,1170,False,False,False
15835,"HKS, Inc.",created,Guaranteed Rate Field,2001,2007,False,False,False
15836,"HKS, Inc.",created,Amon G. Carter Stadium,2010,2010,False,False,False
15837,James Horner,created,CBS Evening News,2006,2011,False,False,False
15838,Roger Hall (playwright),created,Middle Age Spread,1978,1978,False,False,False
15839,Gerhard Fischer (architect),created,Ljan Station,1923,1923,False,False,False
15840,Peter Andreas Blix,created,Ljan Station,1879,1879,False,False,False
15841,Thomas W. Lamb,created,Ed Mirvish Theatre,1972,1972,False,False,False
15842,Erica Tremblay,created,In the Turn,2014,2014,False,False,False
15843,Henry Kennedy (architect),created,"St Edern's Church, Bodedern",1871,1871,False,False,False
15844,Ion Storm,created,Deus Ex,2000,2003,False,False,False
15845,Square Enix Montreal,created,Deus Ex,2013,2016,False,False,False
15846,Eric van Tijn,created,The Passion (Netherlands),2013,2013,False,False,False
15847,Cor Bakker,created,The Passion (Netherlands),2011,2012,False,False,False
15848,Julie Anne Peters,created,Keeping You a Secret,2003,2003,False,False,False
15849,Julie Anne Peters,created,Luna (Peters novel),2004,2004,False,False,False
15850,Olivier Boulay,created,Subaru Legacy (second generation),1991,1991,False,False,False
15851,Olivier Boulay,created,Mercedes-Benz W140,1986,1987,False,False,False
15852,Raeesh Maniar,created,Shabda Mara Swabhavma J Nathi,1998,1998,False,False,False
15853,Chan Koonchung,created,The Fat Years,2009,2009,False,False,False
15854,Chrystian Piotr Aigner,created,"Presidential Palace, Warsaw",1818,1818,False,False,False
15855,Chrystian Piotr Aigner,created,"St. Anne's Church, Warsaw",1788,1788,False,False,False
15856,Scott Albert (writer),created,Below the Line,2002,2002,False,False,False
15857,Frances Burney,created,Cecilia (Burney novel),1782,1782,False,False,False
15858,Frances Burney,created,Evelina,1778,1778,False,False,False
15859,Frances Burney,created,Camilla (Burney novel),1796,1796,False,False,False
15860,Nick Flynn,created,Another Bullshit Night in Suck City,2013,2004,False,False,False
15861,Ryszard Bartel,created,Bartel BM 1,1925,1925,False,False,False
15862,Baldassare Peruzzi,created,Palazzo Parisio (Valletta),2016,1536,False,False,False
15863,T-Bone Walker,created,Three Corn Patches,1972,1972,False,False,False
15864,Jack Albertson,created,Roald Dahl,1971,1971,False,False,False
15865,Jack Albertson,created,The Poseidon Adventure (1972 film),1972,1972,True,False,False
15866,Jack Albertson,created,The Subject Was Roses (film),1968,1968,False,False,False
15867,The Hahn Company,created,Westfield North County,2013,2013,False,False,False
15868,Jack Eskew,created,That's My Mama,1974,1975,False,False,False
15869,Vladimir the Great,created,Russian Orthodox Church,988,988,False,False,False
15870,Susan Gubar,created,The Madwoman in the Attic,1979,1979,False,False,False
15871,Paul Bracq,created,BMW 3 Series (E21),1972,1972,False,False,False
15872,Paul Bracq,created,Mercedes-Benz W108,1963,1963,False,False,False
15873,Jules Ferrette,created,British Orthodox Church,1866,1866,False,False,False
15874,Dorcas Cochran,created,I Get Ideas,1951,1951,False,False,False
15875,Pei Cobb Freed & Partners,created,880 West Broadway,2012,2012,False,False,False
15876,Anuar Abdul Wahab,created,Seni Gayung Fatani,1945,2009,False,False,False
15877,Janice Galloway,created,The Trick is to Keep Breathing (novel),1989,1989,False,False,False
15878,Kurt Farquhar,created,In the House (TV series),1999,1999,False,False,False
15879,Joel Barlow,created,The Hasty-Pudding,1793,1793,False,False,False
15880,Johnny Speight,created,Till Death Us Do Part,1965,1965,False,False,False
15881,Maxwell Anderson,created,Mary of Scotland (film),1933,1933,False,False,False
15882,Charles C. Haight,created,330 Hudson,1910,1910,False,False,False
15883,Oberon Media,created,Bejeweled 2,360,360,False,False,False
15884,Viet Thanh Nguyen,created,The Sympathizer,2015,2015,False,False,False
15885,Graeme Base,created,Animalia (book),1986,1986,False,False,False
15886,Ed Dodd,created,Mark Trail,1946,1978,False,False,False
15887,Jean-Claude van Itallie,created,America Hurrah,1966,1966,False,False,False
15888,Brittany Byrnes,created,Little Oberon,2005,2005,False,False,False
15889,George N. Stearns,created,E. C. Stearns & Company,1812,1882,False,False,False
15890,Bruno Latour,created,Laboratory Life,1979,1987,False,False,False
15891,Ian Messiter,created,One Minute Please,1951,1957,False,False,False
15892,Susan Maxman,created,American Institute of Architects,1992,1992,False,False,False
15893,Agnieszka Holland,created,Europa Europa,1991,2011,False,False,False
15894,Vera McGinnis,created,Nobody Home (film),1919,1931,False,False,False
